"Geneid","Length"
"LINC01065",565
"LINC00558",3163
"LINC00458",1456
"MIR1297",77
"MIR5007",95
"PRR20E",9235
"PRR20A",9235
"PRR20B",9235
"PRR20C",9235
"PRR20D",9235
"PCDH17",8009
"LOC101926897",2753
"DIAPH3",5138
"DIAPH3-AS1",980
"DIAPH3-AS2",367
"LINC00434",960
"TDRD3",3137
"LINC00378",513
"MIR3169",83
"PCDH20",4777
"LINC00358",1276
"LINC01075",669
"LINC00448",972
"LINC00376",692
"LINC00395",415
"OR7E156P",2647
"LOC102723968",1532
"MIR548X2",100
"MIR4704",75
"PCDH9",6227
"PCDH9-AS2",538
"PCDH9-AS3",522
"PCDH9-AS4",429
"LINC00364",629
"LINC00550",3433
"LINC00383",1045
"KLHL1",4150
"ATXN8OS",1472
"LINC00348",948
"DACH1",5239
"MZT1",2412
"BORA",3189
"DIS3",7634
"PIBF1",3113
"KLF5",3749
"LINC00392",366
"KLF12",10909
"LINC00381",727
"LINC00347",2105
"CTAGE11P",2629
"TBC1D4",6372
"COMMD6",2036
"UCHL3",1163
"LMO7-AS1",593
"LMO7",8949
"LMO7DN",1168
"LMO7DN-IT1",319
"KCTD12",6237
"BTF3P11",640
"IRG1",2090
"CLN5",2800
"FBXL3",3549
"MYCBP2",15025
"MYCBP2-AS1",517
"SCEL",3226
"SCEL-AS1",569
"LOC100129307",1430
"SLAIN1",3547
"MIR3665",105
"EDNRB-AS1",2431
"EDNRB",4861
"LINC01069",2615
"LINC00446",608
"RNF219-AS1",2418
"POU4F1",3814
"RNF219",3534
"LINC00331",595
"RBM26",5239
"RBM26-AS1",2471
"NDFIP2-AS1",431
"NDFIP2",4655
"LINC01068",636
"LINC01038",457
"LINC00382",982
"LINC01080",622
"SPRY2",2110
"LINC00377",927
"LINC00564",1118
"SLITRK1",5189
"LINC00333",812
"LINC00375",631
"LINC00351",1001
"SLITRK6",4181
"MIR4500HG",1675
"MIR4500",76
"SLITRK5",4446
"LINC00397",372
"LOC105370306",561
"LINC00433",853
"LINC01047",777
"LINC00440",868
"LINC01040",667
"LINC00353",655
"LINC00559",3865
"MIR622",96
"LINC01049",1002
"LINC00410",2018
"LINC00380",397
"LINC00379",567
"MIR17HG",5018
"MIR17",84
"MIR18A",71
"MIR19A",82
"MIR20A",71
"MIR19B1",87
"MIR92A1",78
"GPC5",2942
"GPC5-AS2",415
"GPC5-AS1",591
"LINC00363",311
"GPC6",7102
"GPC6-AS2",651
"GPC6-AS1",698
"DCT",2397
"TGDS",1996
"GPR180",8875
"LOC101927248",2381
"SOX21",2919
"SOX21-AS1",2986
"LOC101927284",2894
"LINC00557",1279
"ABCC4",6265
"CLDN10",2939
"CLDN10-AS1",895
"DZIP1",7491
"DNAJC3-AS1",2905
"DNAJC3",5591
"UGGT2",4929
"HS6ST3",7804
"MIR4501",64
"LINC00359",734
"OXGR1",2285
"LINC00456",779
"MBNL2",4735
"RAP2A",4358
"IPO5",6002
"FARP1",6135
"RNF113B",1378
"MIR3170",77
"STK24",4986
"SLC15A1",3127
"DOCK9",8047
"DOCK9-AS1",392
"DOCK9-AS2",1903
"UBAC2-AS1",1821
"UBAC2",3311
"MIR548AN",81
"GPR18",1661
"GPR183",1785
"FKSG29",608
"MIR623",98
"LINC01232",1817
"TM9SF2",3515
"LINC01039",3923
"CLYBL",2942
"MIR4306",91
"CLYBL-AS2",678
"CLYBL-AS1",1073
"LOC101927437",543
"ZIC5",4597
"ZIC2",2975
"LINC00554",3010
"PCCA",2564
"PCCA-AS1",463
"GGACT",2903
"TMTC4",3840
"NALCN-AS1",2846
"LINC00411",410
"NALCN",6923
"ITGBL1",5926
"FGF14",3024
"MIR2681",105
"MIR4705",71
"FGF14-IT1",2130
"FGF14-AS1",355
"FGF14-AS2",1128
"TPP2",4710
"METTL21C",1102
"CCDC168",21470
"TEX30",1397
"KDELC1",2107
"BIVM",3885
"BIVM-ERCC5",5143
"ERCC5",4085
"METTL21EP",2312
"SLC10A2",3779
"MIR548AS",20
"LINC01309",492
"DAOA-AS1",2480
"DAOA",1118
"LINC00343",1688
"LINC00460",916
"EFNB2",4387
"ARGLU1",1751
"LINC00551",1967
"LINC00443",1223
"FAM155A",3859
"MIR1267",78
"FAM155A-IT1",1807
"LIG4",4356
"ABHD13",5302
"TNFSF13B",2671
"MYO16",7524
"MYO16-AS1",547
"LINC00399",412
"LINC00676",509
"IRS2",6998
"LINC00396",439
"COL4A1",7454
"COL4A2",6263
"MIR8073",72
"COL4A2-AS1",539
"RAB20",1522
"CARKD",2862
"CARS2",1909
"ING1",4221
"LINC00346",6322
"ANKRD10",3095
"LINC00431",716
"LINC00368",3443
"ARHGEF7-AS2",1239
"ARHGEF7",8780
"ARHGEF7-AS1",419
"LOC101060553",4071
"TEX29",951
"LINC00354",695
"LINC00403",945
"SOX1",4108
"LINC01070",1291
"LOC101928730",1937
"LINC01044",657
"SPACA7",783
"TUBGCP3",5185
"ATP11AUN",2241
"ATP11A",8855
"ATP11A-AS1",4024
"MCF2L-AS1",1155
"MCF2L",6687
"F7",3198
"F10",1536
"F10-AS1",455
"PROZ",1555
"PCID2",2677
"CUL4A",4494
"MIR8075",80
"LAMP1",2540
"GRTP1",2250
"GRTP1-AS1",1563
"LOC101928841",9405
"ADPRHL1",2178
"DCUN1D2",3029
"TMCO3",3086
"TFDP1",2694
"ATP4B",1497
"GRK1",2098
"LINC00552",2579
"TMEM255B",1031
"GAS6-AS1",895
"GAS6",2535
"GAS6-AS2",1942
"LINC00452",1607
"LINC00565",2478
"RASA3",4200
"CDC16",2293
"MIR548AR",57
"MIR4502",81
"UPF3A",2386
"CHAMP1",3818
"LINC01054",316
"OR11H12",981
"LOC642426",1273
"POTEG",1975
"LOC101929572",2082
"POTEH-AS1",2984
"DUXAP10",4786
"LINC01296",6623
"BMS1P18",2175
"BMS1P17",2175
"POTEM",6666
"LOC100508046",2567
"OR11H2",1085
"OR4Q3",942
"OR4M1",942
"OR4N2",1008
"OR4K2",945
"OR4K5",972
"OR4K1",1076
"OR4K15",1047
"OR4K14",933
"OR4K13",915
"OR4L1",939
"OR4K17",1032
"OR4N5",927
"OR11G2",1038
"OR11H6",993
"OR11H4",975
"TTC5",1865
"CCNB1IP1",1686
"SNORD126",99
"RPPH1",341
"PARP2",1887
"TEP1",10694
"KLHL33",1863
"OSGEP",1625
"APEX1",1553
"TMEM55B",1848
"PNP",2421
"RNASE10",651
"RNASE9",1247
"RNASE11",1766
"LOC254028",2031
"RNASE12",743
"OR6S1",996
"ANG",1324
"RNASE4",1996
"EDDM3A",879
"EDDM3B",896
"RNASE6",1061
"RNASE1",970
"RNASE3",716
"ECRP",605
"RNASE2",735
"METTL17",1786
"LOC101929718",1398
"SLC39A2",1418
"NDRG2",2743
"MIR6717",73
"TPPP2",797
"RNASE13",1607
"RNASE7",1498
"RNASE8",634
"ARHGEF40",5985
"ZNF219",3478
"TMEM253",1526
"OR5AU1",1089
"LINC00641",5715
"HNRNPC",3251
"RPGRIP1",3946
"SUPT16H",4684
"CHD8",8383
"SNORD9",103
"SNORD8",109
"RAB2B",3002
"TOX4",4526
"METTL3",2022
"SALL2",5274
"OR10G3",942
"OR10G2",1105
"OR4E2",942
"DAD1",697
"ABHD4",2509
"OXA1L",1719
"SLC7A7",2718
"MRPL52",1301
"MMP14",3594
"LRP10",3250
"REM2",1859
"RBM23",2604
"PRMT5-AS1",2104
"PRMT5",2616
"LOC101926933",556
"HAUS4",1638
"MIR4707",80
"AJUBA",5198
"C14orf93",2490
"PSMB5",1454
"PSMB11",1894
"CDH24",3553
"ACIN1",5143
"C14orf119",2945
"CEBPE",1547
"SLC7A8",4889
"RNF212B",2436
"HOMEZ",3741
"PPP1R3E",4495
"BCL2L2",3658
"BCL2L2-PABPN1",2130
"PABPN1",3102
"SLC22A17",2458
"EFS",3120
"IL25",1367
"CMTM5",1401
"MYH6",5941
"MIR208A",71
"MYH7",6055
"MHRT",876
"MIR208B",77
"NGDN",1588
"THTPA",2675
"ZFHX2",9182
"AP1G2",2954
"LOC102724814",3245
"JPH4",4404
"DHRS2",1687
"DHRS4-AS1",3417
"DHRS4",1299
"DHRS4L2",1951
"DHRS4L1",2007
"LRRC16B",4600
"CPNE6",2415
"NRL",1974
"PCK2",3317
"DCAF11",4472
"FITM1",1003
"PSME1",1181
"EMC9",835
"PSME2",829
"MIR7703",77
"RNF31",3556
"IRF9",1678
"REC8",2331
"IPO4",3620
"TM9SF1",2843
"TSSK4",1392
"CHMP4A",1356
"MDP1",781
"NEDD8-MDP1",772
"NEDD8",625
"GMPR2",2665
"TINF2",2177
"TGM1",2777
"RABGGTA",2293
"DHRS1",1725
"NOP9",6043
"CIDEB",2242
"LTB4R2",1560
"LTB4R",4620
"ADCY4",3720
"RIPK3",1921
"NFATC4",6288
"NYNRIN",7857
"CBLN3",2344
"KHNYN",6417
"SDR39U1",1401
"LOC101927045",2116
"CMA1",935
"CTSG",924
"GZMH",971
"GZMB",926
"STXBP6",4967
"NOVA1",4291
"LOC101927062",510
"LOC102724890",750
"LOC101927081",822
"MIR4307",84
"LINC00645",3535
"MIR3171",74
"FOXG1-AS1",905
"FOXG1",3206
"LINC01551",3730
"MIR548AI",84
"PRKD1",3677
"G2E3",5802
"SCFD1",2295
"COCH",2882
"LOC100506071",1991
"STRN3",4222
"MIR624",97
"AP4S1",6323
"HECTD1",9177
"HEATR5A",7843
"LOC101927124",1213
"DTD2",2680
"GPR33",1077
"NUBPL",3403
"ARHGAP5-AS1",1281
"ARHGAP5",9604
"AKAP6",10387
"NPAS3",5984
"EGLN3",2722
"SPTSSA",2534
"EAPP",1348
"SNX6",3130
"CFL2",3514
"BAZ1A",6016
"IGBP1P1",575
"SRP54",2281
"FAM177A1",3508
"LOC101927178",912
"PPP2R3C",2068
"KIAA0391",3148
"PSMA6",1283
"NFKBIA",1567
"INSM2",3013
"RALGAPA1",8087
"RALGAPA1P",7496
"BRMS1L",2584
"LINC00609",583
"PTCSC3",1152
"MBIP",1648
"SFTA3",1486
"NKX2-1",2509
"NKX2-1-AS1",1775
"NKX2-8",1803
"PAX9",3106
"SLC25A21",3947
"MIR4503",83
"SLC25A21-AS1",1768
"MIPOL1",6386
"FOXA1",3380
"TTC6",6900
"SSTR1",4291
"CLEC14A",2371
"LINC00639",4306
"SEC23A",3841
"GEMIN2",1359
"TRAPPC6B",3351
"PNN",3606
"MIA2",2281
"CTAGE5",4075
"LOC100288846",1359
"FBXO33",5149
"LOC644919",831
"LRFN5",3732
"FSCB",3146
"C14orf28",2906
"LOC101927418",414
"KLHL28",6811
"FAM179B",6488
"PRPF39",2868
"SNORD127",99
"FKBP3",1347
"FANCM",7151
"MIS18BP1",4777
"LINC00871",1193
"RPL10L",809
"MDGA2",6259
"MIR548Y",110
"LINC00648",2886
"RPS29",1518
"LRR1",2073
"RPL36AL",577
"MGAT2",2711
"DNAAF2",2963
"POLE2",1945
"KLHDC1",2691
"KLHDC2",1806
"NEMF",4373
"ARF6",3939
"MIR6076",113
"LINC01588",9713
"LINC01599",977
"VCPKMT",1891
"SOS2",5313
"L2HGDH",6095
"MIR4504",92
"ATP5S",2187
"CDKL1",2801
"MAP4K5",4435
"ATL1",2931
"SAV1",3141
"NIN",10937
"ABHD12B",1708
"PYGL",2846
"TRIM9",6909
"TMX1",4103
"LINC00640",674
"FRMD6-AS2",917
"FRMD6",5280
"FRMD6-AS1",2227
"GNG2",3886
"LOC102723604",529
"C14orf166",1051
"NID2",5046
"PTGDR",3033
"PTGER2",2478
"TXNDC16",4641
"GPR137C",3888
"ERO1A",5512
"PSMC6",1593
"STYX",4863
"GNPNAT1",3928
"FERMT2",3441
"DDHD1",12982
"LOC101927620",1076
"MIR5580",58
"BMP4",2073
"CDKN3",891
"CNIH1",1423
"GMFB",4125
"CGRRF1",1323
"SAMD4A",7051
"GCH1",2925
"MIR4308",81
"WDHD1",6032
"SOCS4",7012
"MAPK1IP1L",6469
"LGALS3",2040
"DLGAP5",3084
"FBXO34",3594
"ATG14",4743
"TBPL2",1295
"KTN1-AS1",1512
"KTN1",4913
"RPL13AP3",1473
"LINC00520",2069
"PELI2",5696
"TMEM260",4263
"OTX2",2447
"OTX2-AS1",2427
"EXOC5",8511
"AP5M1",3095
"NAA30",4475
"C14orf105",3509
"SLC35F4",1720
"C14orf37",3082
"ACTR10",2441
"PSMA3",998
"PSMA3-AS1",2608
"ARID4A",5772
"TOMM20L",610
"TIMM9",1336
"KIAA0586",6587
"DACT1",4405
"LINC01500",752
"DAAM1",5926
"GPR135",1820
"L3HYPDH",1381
"JKAMP",2972
"CCDC175",2610
"RTN1",3678
"LRRC9",4915
"PCNXL4",3932
"DHRS7",1388
"PPM1A",11414
"C14orf39",2763
"SIX6",1475
"SALRNA1",1201
"SIX1",2687
"SIX4",6275
"MNAT1",1383
"TRMT5",5296
"SLC38A6",2260
"TMEM30B",4442
"PRKCH",3860
"LOC101927780",5189
"FLJ22447",1368
"HIF1A-AS1",652
"HIF1A",4395
"HIF1A-AS2",2051
"SNAPC1",2656
"SYT16",3137
"LINC00643",6635
"LINC00644",294
"KCNH5",3954
"RHOJ",3619
"GPHB5",542
"PPP2R5E",4225
"WDR89",3666
"SGPP1",3365
"SYNE2",22269
"MIR548AZ",85
"MIR548H1",102
"ESR2",5192
"TEX21P",1045
"MTHFD1",3448
"ZBTB25",4042
"AKAP5",6487
"ZBTB1",5668
"LOC102723809",561
"HSPA2",2769
"PPP1R36",1406
"PLEKHG3",4639
"SPTB",10391
"MIR7855",61
"CHURC1",3613
"CHURC1-FNTB",2894
"GPX2",1499
"RAB15",3391
"FNTB",2819
"MAX",3037
"MIR4706",82
"LOC100506321",895
"LOC100128233",1442
"MIR4708",66
"FUT8",5651
"FUT8-AS1",2025
"MIR625",85
"LINC00238",1172
"GPHN",4302
"FAM71D",1790
"MPP5",5608
"ATP6V1D",1806
"EIF2S1",4165
"PLEK2",1460
"TMEM229B",4068
"PLEKHH1",6540
"PIGH",1438
"ARG2",1980
"VTI1B",1330
"RDH11",2566
"RDH12",1878
"ZFYVE26",9675
"RAD51B",3854
"ZFP36L1",4040
"ACTN1",3791
"ACTN1-AS1",599
"DCAF5",8124
"EXD2",5396
"GALNT16",4309
"ERH",801
"SLC39A9",5789
"PLEKHD1",1812
"CCDC177",4179
"SUSD6",5393
"LOC100289511",1431
"SRSF5",1651
"SLC10A1",1631
"SMOC1",3698
"SLC8A3",5628
"ADAM21P1",2049
"SYNJ2BP-COX16",2027
"COX16",1717
"SYNJ2BP",7060
"ADAM21",2664
"ADAM20P1",3036
"ADAM20",2792
"MED6",2407
"LOC101928075",2941
"TTC9",5217
"LINC01269",602
"MAP3K9",11631
"PCNX",12919
"SNORD56B",71
"LOC145474",1843
"SIPA1L1",8492
"RGS6",6427
"MIR7843",79
"DPF3",4991
"DCAF4",2555
"ZFYVE1",4557
"RBM25",4303
"PSEN1",6090
"PAPLN",5833
"NUMB",3644
"HEATR4",3551
"C14orf169",2467
"ACOT1",1603
"ACOT2",2289
"ACOT4",1632
"ACOT6",1004
"DNAL1",8570
"PNMA1",2643
"ELMSAN1",8257
"MIR4505",73
"LOC100506476",984
"PTGR2",2681
"ZNF410",2925
"FAM161B",3596
"COQ6",1846
"ENTPD5",2048
"CCDC176",3107
"ALDH6A1",4847
"LIN52",1798
"VSX2",2995
"ABCD4",3157
"VRTN",3416
"SYNDIG1L",2607
"NPC2",897
"MIR4709",72
"ISCA2",1088
"LTBP2",8554
"AREL1",5445
"FCF1",2405
"YLPM1",8137
"PROX2",3878
"DLST",3566
"RPS6KL1",5195
"PGF",1911
"EIF2B2",1541
"MLH3",7896
"ACYP1",976
"ZC2HC1C",3986
"NEK9",5543
"TMED10",4144
"FOS",2158
"LINC01220",488
"JDP2",4274
"BATF",940
"LOC102724153",2143
"FLVCR2",3817
"C14orf1",1540
"TTLL5",4757
"TGFB3",3458
"IFT43",1856
"GPATCH2L",12673
"ESRRB",3014
"VASH1",6030
"LOC100506603",1843
"ANGEL1",4111
"LRRC74A",1734
"IRF2BPL",4157
"LOC283575",2939
"LOC102724190",1817
"CIPC",4348
"ZDHHC22",3408
"TMEM63C",5402
"NGB",1876
"MIR1260A",73
"POMT2",4874
"GSTZ1",1722
"TMED8",978
"SAMD15",2025
"NOXRED1",1856
"VIPAS39",2969
"AHSA1",1400
"ISM2",2990
"SPTLC2",8164
"ALKBH1",2585
"SLIRP",535
"SNW1",2125
"C14orf178",646
"ADCK1",2234
"NRXN3",14380
"DIO2",6716
"DIO2-AS1",1595
"CEP128",4457
"TSHR",4802
"GTF2A1",6487
"SNORA79",140
"STON2",13046
"LOC100506700",637
"SEL1L",8576
"LINC01467",1187
"LINC00911",591
"FLRT2",7179
"LOC101928767",738
"LOC283585",1763
"GALC",4166
"GPR65",4522
"LOC101928791",426
"LINC01146",831
"KCNK10",8178
"SPATA7",2013
"PTPN21",6215
"ZC3H14",5029
"EML5",7171
"TTC8",2511
"FOXN3",8092
"FOXN3-AS1",1077
"FOXN3-AS2",1261
"EFCAB11",4464
"TDP1",3747
"KCNK13",2522
"PSMC1",1586
"NRDE2",4010
"CALM1",4256
"LINC00642",709
"TTC7B",3434
"LOC101928909",1242
"RPS6KA5",4313
"C14orf159",4324
"SNORA11B",127
"GPR68",3026
"CCDC88C",7543
"PPP4R3A",4613
"CATSPERB",3623
"TC2N",5496
"FBLN5",2633
"TRIP11",8088
"ATXN3",7080
"NDUFB1",419
"CPSF2",5072
"SLC24A4",9873
"RIN3",3847
"LGMN",2175
"GOLGA5",2967
"CHGA",2046
"ITPK1",4985
"ITPK1-AS1",4682
"MOAP1",2417
"TMEM251",1362
"C14orf142",1176
"UBR7",3694
"BTBD7",9581
"UNC79",8471
"COX8C",531
"PRIMA1",3650
"FAM181A-AS1",2402
"FAM181A",2119
"ASB2",3332
"MIR4506",77
"LINC00521",3316
"OTUB2",3873
"DDX24",2948
"IFI27L1",715
"IFI27",819
"IFI27L2",467
"PPP4R4",4321
"SERPINA10",2536
"SERPINA6",1492
"SERPINA2",1060
"SERPINA1",3687
"SERPINA11",1471
"SERPINA9",1939
"SERPINA12",2276
"SERPINA4",2009
"SERPINA5",2337
"SERPINA3",1590
"SERPINA13P",1718
"GSC",1189
"DICER1",10712
"MIR3173",68
"DICER1-AS1",803
"CLMN",12750
"LOC101929080",1701
"LINC00341",2824
"SYNE3",3275
"SNHG10",1961
"SCARNA13",275
"GLRX5",1171
"TCL6",3307
"TCL1B",1166
"TCL1A",1620
"TUNAR",3197
"C14orf132",7857
"BDKRB2",4197
"BDKRB1",1301
"ATG2B",11099
"GSKIP",2776
"AK7",3300
"LOC730202",679
"PAPOLA",8321
"VRK1",1703
"LINC00618",361
"LOC101929241",1572
"LOC100129345",1670
"LINC01550",1458
"C14orf177",1289
"BCL11B",8043
"SETD3",3300
"CCNK",2606
"CCDC85C",5671
"HHIPL1",3905
"MIR5698",23
"CYP46A1",2077
"EML1",4520
"EVL",1842
"MIR151B",96
"MIR342",99
"DEGS2",1405
"YY1",3159
"MIR6764",61
"SLC25A29",2767
"MIR345",98
"SLC25A47",1733
"WARS",2968
"WDR25",2199
"BEGAIN",2807
"LINC00523",1627
"DLK1",1590
"MIR2392",84
"MEG3",10567
"MIR770",98
"MIR493",89
"MIR337",93
"MIR665",72
"RTL1",4193
"MIR431",114
"MIR433",93
"MIR127",97
"MIR432",94
"MIR136",82
"MEG8",498
"MIR370",75
"SNORD113-1",70
"SNORD113-2",71
"SNORD113-4",74
"SNORD113-5",77
"SNORD113-6",74
"SNORD113-7",76
"SNORD113-9",71
"SNORD114-1",71
"SNORD114-2",77
"SNORD114-3",74
"SNORD114-4",104
"SNORD114-5",69
"SNORD114-6",71
"SNORD114-7",76
"SNORD114-8",71
"SNORD114-9",71
"SNORD114-10",71
"SNHG24",1004
"SNORD114-11",74
"SNORD114-12",74
"SNORD114-13",73
"SNORD114-14",74
"SNORD114-15",71
"SNORD114-16",69
"SNORD114-17",74
"SNORD114-18",71
"SNORD114-19",74
"SNORD114-20",71
"SNORD114-21",71
"SNORD114-22",71
"SNORD114-23",71
"SNORD114-24",71
"SNORD114-25",71
"SNORD114-26",71
"SNORD114-27",69
"SNORD114-28",71
"SNORD114-29",69
"SNORD114-30",71
"SNORD114-31",74
"MIR379",67
"MIR411",96
"MIR299",63
"MIR380",61
"MIR1197",88
"MIR323A",86
"MIR758",88
"MIR329-1",80
"MIR329-2",84
"MIR494",81
"MIR1193",78
"MIR543",78
"MIR495",82
"MIR376C",66
"MIR376A2",80
"MIR654",81
"MIR376B",100
"MIR376A1",68
"MIR300",82
"MIR1185-1",85
"MIR1185-2",85
"MIR381HG",425
"MIR381",75
"MIR487B",84
"MIR539",78
"MIR889",79
"MIR544A",91
"MIR655",97
"MIR487A",80
"MIR382",76
"MIR134",73
"MIR668",66
"MIR485",73
"MIR323B",82
"MIR154",84
"MIR496",102
"MIR377",69
"MIR541",84
"MIR409",79
"MIR412",91
"MIR369",70
"MIR410",80
"MIR656",78
"MEG9",2640
"LINC00524",418
"DIO3OS",3454
"MIR1247",136
"DIO3",2102
"LINC00239",642
"PPP2R5C",5035
"DYNC1H1",14340
"HSP90AA1",4074
"WDR20",5942
"MOK",3789
"ZNF839",4305
"CINP",979
"TECPR2",9068
"ANKRD9",1626
"MIR4309",83
"RCOR1",5756
"TRAF3",7776
"AMN",1557
"CDC42BPB",6701
"EXOC3L4",2579
"TNFAIP2",4175
"LINC00605",1558
"EIF5",6269
"SNORA28",126
"MARK3",3530
"CKB",1458
"TRMT61A",3241
"BAG5",5254
"APOPT1",3110
"KLC1",3158
"XRCC3",2639
"ZFYVE21",1507
"PPP1R13B",4959
"LINC00637",2056
"C14orf2",921
"TDRD9",4764
"RD3L",1201
"ASPG",1972
"MIR203A",110
"MIR203B",86
"KIF26A",6757
"C14orf180",2368
"TMEM179",3651
"MIR4710",56
"INF2",5569
"ADSSL1",2078
"SIVA1",771
"AKT1",3248
"ZBTB42",3531
"LINC00638",2518
"CEP170B",6810
"PLD4",2006
"AHNAK2",18317
"C14orf79",1890
"CDCA4",2453
"GPR132",3870
"LOC102723354",903
"JAG2",5835
"MIR6765",87
"NUDT14",867
"BRF1",5387
"BTBD6",1987
"PACS2",6863
"TEX22",2571
"LOC100507437",1582
"MTA1",2840
"CRIP2",3047
"CRIP1",478
"C14orf80",2048
"TMEM121",1519
"MIR8071-1",130
"MIR8071-2",130
"ELK2AP",792
"MIR4507",52
"MIR4538",113
"MIR4537",138
"MIR4539",42
"KIAA0125",9613
"ADAM6",1843
"LINC00226",595
"LINC00221",1753
"MIR5195",115
"CHEK2P2",864
"HERC2P3",4278
"GOLGA6L6",4009
"GOLGA8CP",5282
"NBEAP1",548
"MIR3118-4",150
"MIR3118-3",150
"MIR3118-2",150
"POTEB2",3374
"POTEB3",5034
"POTEB",3374
"NF1P2",1932
"MIR5701-1",164
"MIR5701-2",164
"MIR5701-3",164
"LINC01193",3402
"LOC646214",8226
"CXADRP2",2459
"LOC101927079",1436
"LOC727924",1600
"OR4M2",1084
"OR4N4",1434
"OR4N3P",934
"MIR1268A",208
"REREP3",804
"MIR4509-3",282
"MIR4509-2",282
"MIR4509-1",282
"GOLGA8DP",5339
"GOLGA6L1",3822
"GOLGA6L22",7541
"TUBGCP5",4132
"CYFIP1",5266
"NIPA2",3503
"NIPA1",6589
"LOC283683",1445
"WHAMMP3",3588
"GOLGA8IP",1899
"HERC2P2",6075
"HERC2P7",1764
"GOLGA8EP",5269
"GOLGA8S",5454
"GOLGA6L2",3151
"MIR4508",70
"MKRN3",2713
"MAGEL2",4298
"NDN",1897
"PWRN4",618
"PWRN2",5128
"PWRN3",849
"PWRN1",1438
"NPAP1",8053
"SNRPN",1992
"SNURF",1426
"SNORD107",75
"PWARSN",1797
"PWAR5",3373
"SNORD64",67
"SNORD108",69
"SNORD109A",134
"SNORD109B",134
"SNORD116-1",97
"SNORD116-2",195
"SNORD116-3",194
"SNORD116-9",194
"SNORD116-4",98
"SNORD116-7",194
"SNORD116-5",194
"SNORD116-6",98
"SNORD116-8",97
"SNORD116-10",104
"SNORD116-11",94
"SNORD116-12",94
"SNORD116-13",94
"SNORD116-14",94
"SNORD116-15",94
"SNORD116-16",94
"SNORD116-19",188
"SNORD116-17",188
"SNORD116-18",94
"SNORD116-20",94
"SNORD116-21",94
"SNORD116-22",94
"SNORD116-23",94
"SNORD116-24",94
"SNORD116-25",94
"SNORD116-26",98
"SNORD116-27",94
"SNORD116-28",93
"SNORD116-29",85
"SNORD116-30",85
"IPW",4498
"PWAR1",2412
"SNORD115-1",82
"SNORD115-2",82
"SNORD115-3",82
"SNORD115-4",82
"SNORD115-5",240
"SNORD115-9",243
"SNORD115-10",406
"SNORD115-12",243
"SNORD115-6",82
"SNORD115-7",82
"SNORD115-8",82
"SNORD115-11",328
"SNORD115-29",328
"SNORD115-43",328
"SNORD115-36",328
"SNORD115-13",82
"SNORD115-14",81
"SNORD115-16",82
"SNORD115-17",246
"SNORD115-19",246
"SNORD115-18",246
"SNORD115-15",81
"SNORD115-21",81
"SNORD115-20",82
"SNORD115-22",82
"PWAR4",342
"SNORD115-23",82
"SNORD115-24",71
"SNORD115-25",82
"SNORD115-26",82
"SNORD115-27",76
"SNORD115-28",74
"SNORD115-30",82
"SNORD115-31",82
"SNORD115-32",82
"SNORD115-33",82
"SNORD115-34",82
"SNORD115-35",82
"SNORD115-37",82
"SNORD115-38",82
"SNORD115-39",82
"SNORD115-40",82
"SNORD115-41",82
"SNORD115-42",82
"SNORD115-44",82
"SNORD115-45",53
"SNORD115-46",71
"SNORD115-47",33
"SNORD115-48",76
"UBE3A",5280
"ATP10A",5234
"MIR4715",79
"LOC100128714",1967
"LINC00929",1485
"GABRB3",7536
"GABRA5",3157
"GABRG3",2550
"GABRG3-AS1",850
"OCA2",3140
"HERC2",15340
"GOLGA8F",9022
"GOLGA8G",10564
"HERC2P9",2947
"GOLGA8M",5256
"WHAMMP2",5246
"LOC100289656",895
"PDCD6IPP2",2100
"GOLGA6L7P",1156
"APBA2",3637
"FAM189A1",4707
"NDNL2",1668
"TJP1",8557
"GOLGA8J",5199
"ULK4P3",2292
"GOLGA8T",3471
"DKFZP434L187",4260
"CHRFAM7A",2858
"GOLGA8R",5172
"ULK4P2",1752
"ULK4P1",1752
"GOLGA8H",5260
"ARHGAP11B",1017
"LOC100288637",5878
"HERC2P10",638
"FAN1",5897
"MTMR10",4961
"TRPM1",6801
"MIR211",110
"LOC283710",1032
"KLF13",7121
"OTUD7A",3042
"CHRNA7",3433
"GOLGA8K",5188
"GOLGA8O",5189
"WHAMMP1",1567
"LOC100996255",1234
"GOLGA8N",5329
"ARHGAP11A",6274
"SCG5",1244
"GREM1",4138
"LOC100131315",585
"FMN1",16648
"TMCO5B",857
"LOC101928134",560
"RYR3",15574
"AVEN",1531
"CHRM5",3039
"EMC7",1053
"PGBD4",2318
"KATNBL1",2740
"EMC4",1047
"SLC12A6",8295
"NOP10",535
"NUTM1",4196
"LPCAT4",1908
"GOLGA8A",6557
"MIR1233-1",164
"MIR1233-2",164
"GOLGA8B",6550
"GJD2",1096
"LOC101928174",2727
"ACTC1",3693
"AQR",5080
"ZNF770",5448
"ANP32AP1",738
"DPH6",4053
"MIR3942",109
"DPH6-AS1",1477
"MIR4510",68
"C15orf41",3323
"CSNK1A1P1",1690
"LOC145845",2987
"MEIS2",4422
"MIR8063",81
"TMCO5A",1245
"LOC101928227",405
"SPRED1",7255
"FAM98B",4388
"RASGRP1",5028
"C15orf53",2043
"C15orf54",3090
"THBS1",7243
"FSIP1",2813
"GPR176",4778
"EIF2AK4",5534
"SRP14",1180
"SRP14-AS1",3320
"BMF",4778
